name,0_x,0_y,0_z,0_vis,1_x,1_y,1_z,1_vis,2_x,2_y,2_z,2_vis,3_x,3_y,3_z,3_vis,4_x,4_y,4_z,4_vis,5_x,5_y,5_z,5_vis,6_x,6_y,6_z,6_vis,7_x,7_y,7_z,7_vis,8_x,8_y,8_z,8_vis,9_x,9_y,9_z,9_vis,10_x,10_y,10_z,10_vis,11_x,11_y,11_z,11_vis,12_x,12_y,12_z,12_vis,13_x,13_y,13_z,13_vis,14_x,14_y,14_z,14_vis,15_x,15_y,15_z,15_vis,16_x,16_y,16_z,16_vis,17_x,17_y,17_z,17_vis,18_x,18_y,18_z,18_vis,19_x,19_y,19_z,19_vis,20_x,20_y,20_z,20_vis,21_x,21_y,21_z,21_vis,22_x,22_y,22_z,22_vis,23_x,23_y,23_z,23_vis,24_x,24_y,24_z,24_vis
homefco_3_6_5_7,0.506921887,0.331677824,-0.311236531,0.999778748,0.510879636,0.324688017,-0.309316307,0.99968338,0.514280856,0.324173331,-0.309462517,0.999540865,0.518135607,0.323776156,-0.309483409,0.999653339,0.502097964,0.325881362,-0.287992537,0.999690473,0.49914822,0.326058835,-0.287967354,0.999572635,0.495889127,0.326176077,-0.287895828,0.999666631,0.527679682,0.324885011,-0.230475888,0.999295115,0.495744377,0.32776013,-0.157599166,0.999184489,0.516351938,0.336405307,-0.283570021,0.999799967,0.503883898,0.337248176,-0.258863091,0.999704003,0.569275737,0.35669741,-0.180649906,0.999729514,0.476874471,0.358312577,-0.056640688,0.999717116,0.574703932,0.399136752,-0.299742281,0.971977472,0.449544221,0.392718107,-0.030223045,0.886718988,0.532333136,0.384005994,-0.498917937,0.915054679,0.400688767,0.395402133,-0.150193989,0.892487586,0.518723011,0.380047619,-0.548252165,0.851049304,0.380075574,0.398171604,-0.1788591,0.850652099,0.520089388,0.374278694,-0.546868086,0.843618989,0.377400964,0.394785911,-0.213402301,0.853153169,0.522517443,0.376392186,-0.503238559,0.786536157,0.386871487,0.393447727,-0.170157731,0.822162211,0.543610156,0.433556914,-0.031821001,0.998209178,0.49131912,0.431056172,0.03186281,0.998090744
homefco_3_6_5_8,0.500526071,0.331245065,-0.311226666,0.999782264,0.504710495,0.324283332,-0.308253974,0.999691665,0.508256793,0.3237212,-0.308386505,0.99955225,0.511756599,0.323227376,-0.308397382,0.999663472,0.495253444,0.325626582,-0.290949702,0.999691963,0.492300481,0.325847149,-0.290960073,0.999569058,0.48974213,0.326019198,-0.290922701,0.999659002,0.522432148,0.324248731,-0.232791111,0.9993186,0.491447121,0.327466071,-0.15916577,0.999174595,0.511069596,0.335938126,-0.283447653,0.999795437,0.4987472,0.337028027,-0.260192841,0.999686182,0.565227628,0.356085032,-0.190492719,0.999721766,0.474663675,0.358262956,-0.058290251,0.999695361,0.56910944,0.398558527,-0.313764185,0.973713815,0.444232404,0.392964453,-0.016229231,0.891493201,0.523998499,0.383605689,-0.503849506,0.921519995,0.392408431,0.397196233,-0.118796341,0.897473693,0.511297166,0.380083114,-0.550891578,0.861587763,0.370689422,0.400394648,-0.142226458,0.856244147,0.511355817,0.374255836,-0.547379971,0.854716241,0.367151767,0.397153258,-0.176927537,0.85946846,0.513911128,0.376185,-0.506844282,0.800493658,0.376980931,0.395369202,-0.138280287,0.831025064,0.542589009,0.433716446,-0.033686724,0.998104692,0.489866853,0.431300461,0.033725634,0.998010755
homefco_3_6_5_9,0.495900363,0.331416249,-0.312404096,0.999785662,0.500517488,0.324509978,-0.30946064,0.999698162,0.504289329,0.323953837,-0.309581548,0.999561429,0.507540882,0.323449612,-0.309585094,0.999670565,0.490350574,0.325793087,-0.292169511,0.999692202,0.487371475,0.326004297,-0.292198569,0.999565005,0.484641194,0.326171935,-0.292165846,0.999652684,0.518111348,0.324349582,-0.237569287,0.999335527,0.486306757,0.327500522,-0.166052893,0.999160886,0.506229818,0.336055756,-0.284101576,0.999791384,0.493822455,0.337115318,-0.260576844,0.999672472,0.560198486,0.355557591,-0.198510677,0.999721766,0.47242251,0.35828945,-0.059463531,0.999686122,0.562883377,0.397728384,-0.32362175,0.975126445,0.441728324,0.393116385,-0.008473725,0.896909833,0.51428777,0.383333683,-0.512314081,0.927108169,0.384490311,0.400167614,-0.100503914,0.902883232,0.5005247,0.379908681,-0.558869839,0.870620966,0.363384038,0.404061019,-0.120483048,0.862302303,0.499910414,0.374264687,-0.552854002,0.86420387,0.359286487,0.400816888,-0.156066567,0.866093397,0.502950966,0.376122266,-0.514128983,0.812173903,0.368366033,0.398993969,-0.119753197,0.839966834,0.540162265,0.433779061,-0.036012549,0.998107851,0.488393158,0.431370944,0.036028188,0.997986197
homefco_3_6_6_0,0.478965491,0.337480575,-0.296946287,0.999821126,0.481744438,0.329837978,-0.297466516,0.999821603,0.485734552,0.328996658,-0.297548711,0.999703407,0.489703417,0.328185022,-0.29750821,0.999809206,0.472841293,0.331558436,-0.280951768,0.99979353,0.469999075,0.331882209,-0.280975431,0.999658883,0.466967314,0.332209289,-0.281011343,0.999733627,0.500104129,0.327616036,-0.242658123,0.999622464,0.469645649,0.33287856,-0.164335534,0.999252737,0.490960538,0.341420472,-0.271843135,0.99981761,0.478374332,0.343124837,-0.249005869,0.999590158,0.554385066,0.354313284,-0.206680074,0.999604881,0.464170724,0.364627838,-0.062653445,0.999319732,0.56120193,0.398391575,-0.324497968,0.981917262,0.435748637,0.401970744,-0.026720839,0.571096003,0.503826082,0.385488808,-0.491856664,0.938182414,0.377149701,0.411673337,-0.127977386,0.625097156,0.487734139,0.381671101,-0.535361826,0.889085233,0.358333856,0.41538009,-0.151478365,0.59873569,0.487899274,0.376582116,-0.529244602,0.884511828,0.353515059,0.412561923,-0.180958763,0.609146953,0.49137488,0.378370792,-0.493107647,0.834474921,0.361477494,0.411203414,-0.145637915,0.598685741,0.535802543,0.43700543,-0.043991882,0.99832046,0.488087922,0.43523851,0.043985322,0.997919381
homefco_3_6_6_1,0.480218291,0.337298959,-0.288964003,0.999813974,0.482430011,0.329585612,-0.289542675,0.99981004,0.486328691,0.328724027,-0.289632738,0.999689221,0.49030599,0.327922523,-0.289597929,0.99979651,0.474161059,0.331439853,-0.272507459,0.999776781,0.471386135,0.331795573,-0.272525012,0.999639928,0.468669206,0.332158536,-0.272554278,0.999714673,0.502159953,0.327292413,-0.236166224,0.999601483,0.472017109,0.332874775,-0.155610278,0.999239087,0.492664188,0.341346234,-0.264593035,0.999812901,0.480152786,0.342942774,-0.241067275,0.999575794,0.557386339,0.35425508,-0.198177859,0.999616981,0.465494454,0.364051491,-0.056025025,0.9993577,0.563558877,0.398410231,-0.30841139,0.981644452,0.438179493,0.401250929,-0.023551378,0.603432357,0.508921146,0.384704173,-0.472351223,0.938768625,0.384476811,0.411141813,-0.129057273,0.651177526,0.493044466,0.380512327,-0.515658617,0.890727878,0.365458041,0.414151996,-0.154262334,0.622886777,0.493721336,0.375242829,-0.51026988,0.886283755,0.359620094,0.411389083,-0.183141112,0.634054363,0.496921957,0.377152979,-0.473769963,0.836212039,0.368492663,0.410075933,-0.146616668,0.623438656,0.536385834,0.437147081,-0.042944185,0.998376489,0.487450838,0.435276151,0.042936265,0.997898459
homefco_3_6_6_2,0.483322531,0.336728126,-0.290322214,0.999809146,0.485483706,0.328994453,-0.28895846,0.999808431,0.489302695,0.32810694,-0.289062053,0.999686003,0.493240118,0.327292144,-0.289045334,0.999795675,0.47698471,0.331027061,-0.272784412,0.999770224,0.474038213,0.331437886,-0.272795469,0.999628186,0.47115162,0.331843704,-0.27281937,0.999703586,0.50413096,0.326970488,-0.234492689,0.999600589,0.47284773,0.332780302,-0.150576904,0.99922812,0.495507121,0.340744168,-0.263045847,0.999814868,0.482598603,0.342277139,-0.240380466,0.999568105,0.558177888,0.354379058,-0.183385581,0.99963963,0.46575889,0.363747865,-0.047379412,0.999382436,0.565419436,0.398340881,-0.300486207,0.981802225,0.439701259,0.400727153,-0.024973642,0.625070453,0.512776792,0.383707613,-0.475392669,0.940504134,0.38903895,0.409880757,-0.152689844,0.66838634,0.497161627,0.379588157,-0.521227002,0.894016325,0.37087816,0.413584977,-0.182067007,0.639268279,0.498213202,0.37412709,-0.516323745,0.88973701,0.362629414,0.411280125,-0.212544784,0.651569664,0.502183616,0.376092494,-0.477279156,0.84025985,0.371219456,0.409886301,-0.17130585,0.640121877,0.537157834,0.437170833,-0.043569554,0.998463869,0.486777931,0.43538776,0.04358336,0.997914374
homefco_3_6_6_3,0.483582288,0.336518198,-0.287847489,0.999791563,0.485622495,0.32867378,-0.286408812,0.999799788,0.489370167,0.327747375,-0.286539078,0.999664068,0.493364811,0.326917768,-0.286555916,0.999787092,0.477119178,0.330883414,-0.271203876,0.999760866,0.474498212,0.331372619,-0.271233708,0.99960494,0.471852154,0.331835121,-0.271271229,0.999690175,0.504830778,0.32683894,-0.215759695,0.999586225,0.474443346,0.332830548,-0.140797243,0.99920404,0.49641034,0.340621084,-0.257915318,0.999813259,0.483546436,0.342150033,-0.238102406,0.999554217,0.559416115,0.354484707,-0.16701141,0.999658346,0.466615528,0.363593698,-0.039669376,0.999398232,0.567940652,0.398534656,-0.281071305,0.982217908,0.440374643,0.399865299,-0.047272079,0.633780241,0.515411913,0.383830696,-0.444944918,0.94146353,0.415503323,0.406927675,-0.243611962,0.679245889,0.498462528,0.379724175,-0.488939196,0.895816386,0.406107843,0.408720165,-0.282689363,0.650734007,0.499676734,0.37420541,-0.484593242,0.891615629,0.405703425,0.406791627,-0.305109799,0.663641334,0.504201174,0.37601319,-0.446276307,0.842024267,0.410088062,0.406251967,-0.260467827,0.650280058,0.537867427,0.437167913,-0.044757843,0.998528898,0.486633867,0.435372472,0.044778626,0.997939348
homefco_3_6_6_4,0.485849231,0.337068409,-0.287350804,0.999776006,0.487800986,0.329067409,-0.285227984,0.999792576,0.491518587,0.328053683,-0.285335243,0.999642313,0.495387167,0.327131361,-0.285332471,0.99977982,0.47939685,0.331615061,-0.270144612,0.999755323,0.476626366,0.332170784,-0.270177156,0.999586165,0.473910809,0.332642257,-0.270200342,0.999682426,0.506299138,0.326916754,-0.212732866,0.999570429,0.47617358,0.333211482,-0.141096592,0.999197304,0.498578101,0.340865105,-0.257053643,0.99981612,0.485607624,0.342447966,-0.236446932,0.999561727,0.560534954,0.354817092,-0.153651685,0.999674737,0.467757344,0.363314629,-0.040181413,0.999431551,0.570060134,0.398702562,-0.247116283,0.982296407,0.440640688,0.399078012,-0.099125274,0.648673415,0.518982351,0.384111255,-0.390090704,0.939308763,0.441990703,0.401769817,-0.318585008,0.682840288,0.502147317,0.380221069,-0.430668592,0.891079843,0.439453393,0.398563296,-0.360674739,0.649691761,0.504924476,0.374590129,-0.423883289,0.886231899,0.445690155,0.397266477,-0.369009495,0.661538005,0.508899629,0.37635836,-0.389661789,0.834223509,0.450989723,0.39699772,-0.329251051,0.645176828,0.538259566,0.437154889,-0.042605951,0.998575866,0.486630023,0.43531993,0.042624675,0.997949004
homefco_3_6_6_5,0.489518106,0.338312894,-0.296711117,0.999757469,0.491097897,0.330300182,-0.29504922,0.999759972,0.494494051,0.329197347,-0.29510498,0.999593377,0.498071969,0.328184545,-0.295065105,0.999738574,0.483062416,0.333106548,-0.282726377,0.999735832,0.480168819,0.33366695,-0.282780498,0.999565661,0.477230221,0.334099174,-0.282798499,0.99966985,0.50799191,0.327491462,-0.221702442,0.999505877,0.478596598,0.334023684,-0.164857104,0.999212086,0.501653016,0.341871828,-0.265023917,0.999812722,0.489320099,0.343756795,-0.247974232,0.999578178,0.561763048,0.354964614,-0.154714718,0.999685168,0.468443036,0.363208115,-0.073195688,0.99948144,0.571260035,0.399102241,-0.236419216,0.981555223,0.441221923,0.400184989,-0.154004693,0.67944932,0.518610358,0.384237409,-0.374950945,0.936098337,0.477004111,0.39610371,-0.368009746,0.707852364,0.503754556,0.380478114,-0.413644224,0.884085357,0.486564904,0.392897427,-0.411061764,0.670799255,0.505269468,0.374674648,-0.405022383,0.877598047,0.487753451,0.388629913,-0.40653047,0.680059314,0.509359121,0.376628011,-0.373655409,0.822182596,0.486514896,0.389645249,-0.371464103,0.660426557,0.538517952,0.437144369,-0.036186203,0.998605728,0.486633986,0.435308576,0.036165014,0.997980475
homefco_3_6_6_6,0.489212781,0.339314044,-0.304565489,0.999733388,0.49102053,0.331792682,-0.303759962,0.999709606,0.494323552,0.330721438,-0.303802341,0.999524951,0.497753054,0.329691142,-0.303755313,0.999678195,0.483224422,0.334235996,-0.292107612,0.999703228,0.480492651,0.33466804,-0.292164505,0.999535441,0.477749974,0.334991097,-0.292183071,0.999649167,0.507891536,0.328606427,-0.233682588,0.999413133,0.479861617,0.334524006,-0.178426862,0.999218941,0.501038909,0.342735291,-0.273341835,0.999805212,0.489541739,0.344748974,-0.257046968,0.999587715,0.561046064,0.355313718,-0.159458876,0.999694228,0.468374878,0.36323294,-0.088642962,0.999527037,0.572409272,0.39955619,-0.237985283,0.980611682,0.442766964,0.40239659,-0.160030231,0.708200336,0.519624472,0.384730697,-0.37717548,0.930242121,0.48711729,0.395721585,-0.358323872,0.731328309,0.505990684,0.380749345,-0.416027188,0.872232616,0.496715009,0.39300108,-0.400388062,0.690632939,0.507795691,0.375181526,-0.407410353,0.863538504,0.498273671,0.387591004,-0.39608252,0.697495043,0.511771441,0.377258122,-0.376042843,0.803921521,0.496587068,0.38865903,-0.361244589,0.674702942,0.539489388,0.436759412,-0.034363504,0.998645008,0.486700207,0.435133338,0.034320008,0.998018503
homefco_3_6_6_7,0.490330845,0.339911342,-0.325400114,0.999718964,0.492320865,0.332506329,-0.320827186,0.999670982,0.495625913,0.331465155,-0.32087934,0.999475121,0.499046385,0.330451131,-0.32083568,0.999630332,0.484612525,0.334932834,-0.310762882,0.999680161,0.481882513,0.335390538,-0.310820967,0.999518037,0.479171306,0.335735828,-0.310854048,0.99963659,0.508907735,0.329760134,-0.237168834,0.999335706,0.480792701,0.335373521,-0.186858028,0.999225795,0.501980722,0.34341678,-0.288968563,0.999799132,0.490429968,0.34555465,-0.274504721,0.999597728,0.561117291,0.356257975,-0.156580597,0.999700189,0.468338668,0.363915056,-0.093476616,0.99956727,0.573372364,0.399701118,-0.244600251,0.97891289,0.447235733,0.403948694,-0.170850709,0.734067798,0.523209989,0.384925187,-0.406135857,0.91922307,0.496854663,0.395288169,-0.379794031,0.752244115,0.510400355,0.380809516,-0.450039327,0.853909612,0.508604825,0.3932226,-0.423998415,0.708245575,0.511932552,0.375351518,-0.440055162,0.842943788,0.509061217,0.387608886,-0.420220166,0.713045418,0.515391529,0.377615631,-0.405742556,0.779063702,0.506147683,0.388379991,-0.382946283,0.686858118,0.539942086,0.436718255,-0.035339344,0.998694122,0.486858964,0.435127527,0.035294648,0.998054266
homefco_3_6_7_0,0.494345307,0.342979819,-0.325895071,0.999691725,0.496726543,0.33558768,-0.320315123,0.999577165,0.500078738,0.334586084,-0.320385695,0.999347448,0.503646016,0.333594054,-0.320354521,0.999507546,0.488547325,0.337776393,-0.310302377,0.999636233,0.485842794,0.33818382,-0.310348064,0.999486208,0.48281607,0.338437259,-0.310370147,0.999615788,0.512665987,0.332584858,-0.231001273,0.99912864,0.48319307,0.337812573,-0.183784887,0.999257267,0.505406141,0.346495539,-0.288077861,0.999784231,0.493260354,0.348480821,-0.273922682,0.9996472,0.562227547,0.35812223,-0.144604698,0.999739051,0.469303638,0.364824086,-0.08344426,0.999718428,0.573976338,0.401076108,-0.228969157,0.975393474,0.452143013,0.405894876,-0.1567996,0.829086542,0.523853362,0.387059212,-0.397509307,0.901183546,0.490688473,0.394843727,-0.369081676,0.833241522,0.510317087,0.38343361,-0.43900007,0.817371666,0.499734342,0.392901391,-0.412589997,0.781404138,0.511382937,0.378179193,-0.429991573,0.800140321,0.500995159,0.386579186,-0.408350646,0.778860927,0.515565634,0.379909843,-0.396825254,0.724015355,0.499324143,0.38794294,-0.371820778,0.741907835,0.539832771,0.437423706,-0.033067379,0.998827279,0.487555891,0.436078876,0.033006355,0.99814719
homefco_3_6_7_1,0.493659794,0.341712475,-0.284343362,0.999663949,0.496074319,0.334412932,-0.284470409,0.99951309,0.499276102,0.333445996,-0.28451404,0.999283314,0.502840757,0.332524151,-0.284466743,0.999441564,0.488423735,0.336568505,-0.2719872,0.999584198,0.485579252,0.336992413,-0.272042662,0.999445081,0.482266903,0.337278455,-0.27205351,0.999575317,0.512103498,0.332120061,-0.223458439,0.999052703,0.482644141,0.337018669,-0.164787382,0.999234676,0.504826009,0.34541443,-0.257234186,0.999775469,0.492795765,0.347317219,-0.239822268,0.999641955,0.561837733,0.358090073,-0.144775674,0.999746561,0.469257116,0.364696115,-0.082527526,0.999738514,0.573884666,0.40116182,-0.232229128,0.975660443,0.449813575,0.405759126,-0.15369235,0.842571139,0.523049951,0.387107223,-0.3838875,0.902808785,0.487329394,0.393473893,-0.361460537,0.845070541,0.509448707,0.383472949,-0.424109519,0.818755448,0.497266471,0.390219003,-0.405051559,0.791815698,0.510537803,0.378196716,-0.415212125,0.800827086,0.49826768,0.384728312,-0.399600446,0.787911475,0.514725983,0.380007654,-0.382673711,0.723479748,0.496367007,0.38611117,-0.364229232,0.74993664,0.539876401,0.437778533,-0.03336465,0.998872042,0.48756054,0.436460197,0.03331029,0.998211741
homefco_3_6_7_2,0.492682844,0.340048343,-0.290724605,0.999654531,0.495528162,0.332635045,-0.289007515,0.999506593,0.498861015,0.331719488,-0.289043158,0.999270499,0.502627552,0.330848634,-0.288977981,0.99943465,0.487521976,0.334663421,-0.27889353,0.999577701,0.484774262,0.335057378,-0.278940231,0.99943465,0.481690586,0.335351139,-0.278945118,0.999568999,0.511633098,0.33079201,-0.226004079,0.999040425,0.482415825,0.335655898,-0.166414857,0.999238014,0.504066467,0.343902588,-0.257944793,0.999777555,0.492198914,0.345428348,-0.243868992,0.999650061,0.561901152,0.357984424,-0.158401996,0.999752104,0.469239771,0.364484429,-0.081057988,0.999754131,0.573640466,0.401284128,-0.256672651,0.97563082,0.446008563,0.40492779,-0.156494424,0.851545036,0.522003949,0.38690266,-0.412463516,0.90206778,0.473673344,0.393557549,-0.381663471,0.849240422,0.506798625,0.382842094,-0.456252933,0.817866147,0.484943092,0.39125976,-0.427468598,0.792794406,0.508057475,0.377711952,-0.447770864,0.799825549,0.485703528,0.385861844,-0.426432282,0.787991524,0.511748374,0.379561812,-0.411963046,0.720609069,0.48524338,0.387029558,-0.387513965,0.74869138,0.539846718,0.438133866,-0.03414616,0.998915792,0.487543404,0.43670994,0.034113199,0.99827069
homefco_3_6_7_3,0.492639154,0.339926928,-0.292510688,0.9996562,0.495356023,0.332395852,-0.289000988,0.999530017,0.498815924,0.331431121,-0.289070427,0.999291122,0.50242883,0.330520749,-0.289037704,0.999463737,0.486940056,0.334495723,-0.27615127,0.999592125,0.484062821,0.334867567,-0.276193291,0.999437273,0.480916619,0.335139483,-0.276210517,0.999577403,0.511320531,0.330137253,-0.211806744,0.999083698,0.48217091,0.335378587,-0.147107273,0.999233067,0.503825128,0.343701273,-0.258239031,0.999787033,0.492080688,0.345147431,-0.240468428,0.999657214,0.561882317,0.357868135,-0.150163084,0.999762952,0.469632089,0.363389105,-0.043655995,0.999759912,0.572622478,0.401291072,-0.237305284,0.976239741,0.445132762,0.399451166,-0.105635419,0.844272971,0.520210922,0.386861891,-0.372630894,0.902886868,0.450733304,0.394062907,-0.330413938,0.834384799,0.50331229,0.382502079,-0.411831051,0.819221675,0.449116468,0.393597245,-0.373249054,0.776249588,0.504246831,0.377218902,-0.404434532,0.801575601,0.451810241,0.389121115,-0.382449865,0.771828532,0.507486463,0.379143625,-0.371750891,0.722552717,0.45526275,0.387061954,-0.341917962,0.732864738,0.539826512,0.438084275,-0.03592008,0.998932004,0.487538666,0.436229259,0.035918009,0.998295188
homefco_3_6_7_4,0.49246183,0.339460641,-0.284804821,0.999657691,0.494793534,0.331746787,-0.280842125,0.999551892,0.498264223,0.330767423,-0.280936092,0.999313354,0.502116501,0.329820216,-0.280921131,0.999492168,0.485875666,0.334003419,-0.265671074,0.999605417,0.48287636,0.334452093,-0.265709221,0.999439716,0.47952044,0.334773272,-0.265733749,0.999582827,0.511115015,0.329316735,-0.203392729,0.999128699,0.481555164,0.335089028,-0.131488562,0.999217153,0.503735483,0.343140543,-0.251648754,0.999792159,0.491951376,0.344689518,-0.230901748,0.999650717,0.561858594,0.357798487,-0.150337085,0.999764085,0.470452309,0.362789243,-0.022116693,0.999745667,0.570915759,0.401242852,-0.236450195,0.976932228,0.444425225,0.396330625,-0.070791319,0.826940298,0.516671181,0.386981457,-0.361351699,0.903262496,0.437940568,0.394309044,-0.285958618,0.812619627,0.499925107,0.382509828,-0.39890644,0.8199417,0.431628674,0.39617914,-0.326650262,0.754961252,0.501493752,0.377203405,-0.393003434,0.802948177,0.434599519,0.392942965,-0.33838588,0.751808941,0.504303634,0.379145265,-0.360830635,0.724340677,0.439833999,0.39120239,-0.298849016,0.714334846,0.539856434,0.438072741,-0.040260363,0.998907745,0.487780541,0.436109513,0.040296804,0.998284221
homefco_3_6_7_5,0.491997898,0.338249981,-0.271407217,0.999671102,0.494152278,0.33034274,-0.266576022,0.999579728,0.497522652,0.329311937,-0.266674012,0.999350786,0.501546264,0.328357905,-0.266659468,0.999525726,0.484981626,0.332604438,-0.250692099,0.999624014,0.481894433,0.333111167,-0.250718683,0.999457479,0.478409082,0.333512306,-0.250729501,0.999596715,0.511064947,0.328147352,-0.191769198,0.999182045,0.480705261,0.334263742,-0.116998568,0.999226511,0.503206313,0.342029065,-0.240053564,0.999800801,0.491300404,0.343515277,-0.21819292,0.999652863,0.561009407,0.35757181,-0.149807766,0.999776185,0.470528662,0.362521023,-0.007846678,0.999736965,0.566345215,0.400849134,-0.245150536,0.978189111,0.444562793,0.394613564,-0.03122662,0.818334222,0.511961222,0.3859016,-0.395588398,0.909300089,0.423322678,0.39814344,-0.227673799,0.808489263,0.496786118,0.381968468,-0.439015627,0.830824137,0.414239347,0.399945647,-0.266348183,0.752517641,0.497100323,0.376835644,-0.435547918,0.815082192,0.414767474,0.398953766,-0.286003023,0.751186967,0.50017184,0.378575653,-0.396979928,0.739879012,0.420533776,0.396796733,-0.243434966,0.715164065,0.539823949,0.437539488,-0.044593118,0.998947144,0.487826258,0.435649216,0.04464389,0.99834013
homefco_3_6_7_6,0.490178645,0.33790344,-0.281139284,0.999672294,0.492496789,0.330104738,-0.276065528,0.99958688,0.495654643,0.3290883,-0.276131094,0.99936682,0.499708444,0.328117639,-0.276089728,0.999540091,0.482897431,0.332240313,-0.262838483,0.999613583,0.479603171,0.332685679,-0.262878388,0.999441504,0.476275295,0.333060771,-0.262894988,0.9995718,0.509996295,0.327980101,-0.208035767,0.999202847,0.479326725,0.333868802,-0.132758155,0.999173582,0.501386702,0.341656685,-0.244034946,0.99978745,0.489543825,0.343206406,-0.228569165,0.999595284,0.558734894,0.357470959,-0.177786604,0.999772966,0.470514536,0.362518609,-0.028366327,0.999692321,0.563342094,0.4003236,-0.290865272,0.978984773,0.440735489,0.39466995,-0.004002545,0.818787992,0.507541597,0.385222912,-0.4577277,0.914012134,0.402396619,0.399529815,-0.121153884,0.806286633,0.492032528,0.381429672,-0.503141165,0.839424431,0.387046337,0.40108484,-0.148091257,0.749766231,0.49167344,0.376490593,-0.498111576,0.824731767,0.385057986,0.399273843,-0.177635044,0.750986576,0.494551033,0.378162205,-0.459433973,0.752078712,0.393270493,0.398761392,-0.139268085,0.717575252,0.539668858,0.437516183,-0.046567403,0.998924792,0.487906456,0.435634017,0.046604563,0.998267889
homefco_3_6_7_7,0.48892507,0.336911231,-0.282544762,0.999685347,0.491405576,0.329296619,-0.277081966,0.999604642,0.494335085,0.328307211,-0.277186513,0.999396682,0.498289496,0.327406198,-0.277156055,0.999562323,0.481786251,0.331386685,-0.266030073,0.999623477,0.478416711,0.331802994,-0.266094714,0.999454856,0.475129694,0.332164258,-0.266108096,0.999576986,0.508749008,0.327587128,-0.218533635,0.999231637,0.478205144,0.33321169,-0.133292481,0.999170363,0.499865711,0.340721339,-0.251538217,0.99978143,0.488226652,0.342231184,-0.229125872,0.99957478,0.556900382,0.357363969,-0.19087638,0.999767303,0.470455378,0.36241895,-0.035125561,0.999677956,0.557830513,0.399345487,-0.3061845,0.979525149,0.437508762,0.394408494,-0.004128342,0.82471168,0.500937104,0.383960694,-0.470987856,0.918225229,0.396841258,0.400715858,-0.113984995,0.810972512,0.486537784,0.380028069,-0.516828597,0.847354591,0.378064871,0.404339433,-0.140144363,0.753982961,0.486495584,0.375315994,-0.512251556,0.833689749,0.374741942,0.402145773,-0.169943362,0.757073939,0.489678264,0.377209097,-0.473098844,0.763438344,0.383373082,0.401026726,-0.132009789,0.726032495,0.539689302,0.437491119,-0.049416337,0.998907447,0.488818079,0.435636044,0.049445335,0.998222291
homefco_3_6_7_8,0.486577123,0.336749345,-0.284713447,0.999695778,0.48965317,0.329339713,-0.279554367,0.999618769,0.49255994,0.328373432,-0.279668719,0.999422133,0.496286303,0.327480912,-0.279646695,0.999580801,0.479949266,0.331256449,-0.267868131,0.999628484,0.476632476,0.331616193,-0.267949402,0.999461293,0.473670542,0.33195591,-0.267967671,0.999575555,0.50699538,0.327610791,-0.226023704,0.999255121,0.477094412,0.332781196,-0.139768034,0.999152541,0.497505248,0.34052375,-0.256282777,0.999770403,0.485961229,0.341932952,-0.229763538,0.999543488,0.553141177,0.357324064,-0.197492376,0.999761999,0.470369071,0.36215952,-0.037227336,0.999661148,0.552024603,0.399027616,-0.311927527,0.979936063,0.435310602,0.394381225,0.003574802,0.830969155,0.497641563,0.383423388,-0.47287941,0.922693193,0.39048624,0.401256502,-0.097845867,0.818737388,0.483202398,0.379835546,-0.517068684,0.855669141,0.370256603,0.405623853,-0.120597556,0.762093902,0.483659983,0.374910682,-0.512394726,0.84294039,0.366372406,0.402877241,-0.15185152,0.766530931,0.486811042,0.376672834,-0.47473982,0.775367141,0.375463843,0.401338428,-0.116123922,0.737927914,0.539361835,0.437303871,-0.050273929,0.998885632,0.489113867,0.435525715,0.05029583,0.998171926
homefco_3_6_7_9,0.484299958,0.336707979,-0.286178589,0.999703944,0.487654001,0.329412729,-0.282905877,0.999628544,0.490750968,0.328468204,-0.283003539,0.999442637,0.494190425,0.327586383,-0.282979846,0.999594331,0.47786656,0.331258237,-0.269117713,0.999629617,0.474685997,0.331613183,-0.269164234,0.999463975,0.472024471,0.331949741,-0.269185811,0.999570429,0.505078435,0.327681124,-0.226010621,0.99927038,0.475533217,0.33266747,-0.142490894,0.999129236,0.495413333,0.340512723,-0.257825851,0.999753654,0.483919144,0.341875434,-0.234049156,0.999505222,0.549890518,0.357193619,-0.200278014,0.999750257,0.46979931,0.362186462,-0.037547715,0.999640346,0.544284046,0.398485035,-0.317400128,0.980151057,0.43208614,0.394506067,0.002526951,0.837981105,0.489632964,0.381386757,-0.47023809,0.92651552,0.383880734,0.401591301,-0.09524741,0.82593894,0.474492282,0.377764046,-0.513141036,0.86292243,0.362957865,0.406055182,-0.117080145,0.769026399,0.475310594,0.373203099,-0.507928073,0.850973368,0.358861238,0.402994722,-0.147674188,0.774760008,0.47972706,0.374998271,-0.47176528,0.785717964,0.368368953,0.401394516,-0.113409229,0.748799682,0.538961291,0.437280208,-0.050382838,0.998851061,0.489426047,0.435501516,0.050400283,0.998126268
